score,base_rgb,base_t,base_u,target_rgb,target_t,target_u,EN,SD,AG,SF,MI_RGB,MI_Thermal,MI_UV,MI_SUM
7.196431141135639,0.96,0.02,0.02,0.39999999999999997,0.4,0.2,5.8537706445764615,58.74141237347703,3.826885367617195,14.040551073757218,3.137115904841398,1.7933645814109391,2.080941338486,7.011421824738337
7.1937565917187705,0.94,0.04,0.02,0.35000000000000003,0.35,0.3,6.088839644267235,56.96215767168443,3.7727496403234975,13.728374613655937,2.977258481425568,2.026347123301781,2.008326624713437,7.011932229440786
7.193270183322968,0.94,0.04,0.02,0.6,0.25,0.15,6.039591621469568,56.87442740255212,3.7671758260255976,14.010099752449696,3.007289153927358,2.0145015052673436,1.9884137505852495,7.010204409779952
7.191852518018778,0.94,0.04,0.02,0.44999999999999996,0.3,0.25,6.070320126451092,56.788760957953414,3.7640983815546387,13.803609789153676,2.9879358343738196,2.020348077803193,2.0016276054493582,7.009911517626371
7.190950565261094,0.96,0.02,0.02,0.65,0.25,0.1,5.794880989157123,58.510871324573735,3.8216460634160927,14.369910019415396,3.168925258394616,1.7751495671462663,2.060376807720652,7.004451633261534
7.190575187959652,0.96,0.02,0.02,0.5499999999999999,0.3,0.15,5.821293049388462,58.43458387818682,3.8169143030672896,14.200262615710129,3.154410065382304,1.7809001305380154,2.069756249868764,7.005066445789083
7.190227819797446,0.96,0.02,0.02,0.45,0.35,0.2,5.84148136333183,58.51715533761873,3.818843600190716,14.078014294306437,3.1424435031927103,1.7853241395741335,2.0775047975533494,7.0052724403201925
7.188957980166706,0.94,0.04,0.02,0.65,0.2,0.15,6.017365623403479,56.93507933865178,3.7678157885869346,14.10640310652462,3.0184926132189487,2.002466511120943,1.9844323666365837,7.005391490976475
7.187336393682528,0.94,0.04,0.02,0.55,0.25,0.2,6.045902923301414,56.77786095006651,3.7625981937220065,13.931060599692074,2.9997977766091486,2.0117312914227097,1.9932740768405484,7.004803144872407
7.187176152526149,0.96,0.02,0.02,0.7000000000000001,0.2,0.1,5.773002187410991,58.57993904057424,3.8225492356735984,14.472222369394185,3.1806846398688204,1.7629378665445417,2.056516057195608,7.000138563608971
7.1870490861857865,0.94,0.04,0.02,0.39999999999999997,0.3,0.3,6.074182673736855,56.77208959230643,3.7649787178745977,13.762729522622662,2.9816274838446786,2.018502843594958,2.005155749596799,7.005286077036436
7.184175767310618,0.96,0.02,0.02,0.4,0.35,0.25,5.844924095236225,58.502454046196306,3.8186450173825395,14.034097617055163,3.1361836880657576,1.7821400936704281,2.0811221469676795,6.999445928703866
7.183161500332747,0.94,0.04,0.02,0.5,0.25,0.25,6.051728074933275,56.70738902356006,3.760320037971308,13.865526406853288,2.992986616837369,2.010159193090742,1.9978784572312316,7.001024267159342
7.182581578017509,0.96,0.02,0.02,0.49999999999999994,0.3,0.2,5.826137455893152,58.36838076887065,3.8132976322998235,14.132054498166214,3.1473065247407837,1.776700136899566,2.0735157149173333,6.997522376557684
7.18129993970175,0.94,0.04,0.02,0.6000000000000001,0.2,0.2,6.02429038506967,56.810958298672745,3.762531656541942,14.018458313412136,3.008881124159504,2.000054716024407,1.9893958582545195,6.998331698438431
7.181089341241712,0.96,0.02,0.02,0.6,0.25,0.15,5.801760208459548,58.39259292883152,3.814709903281412,14.279584775736302,3.1602771637920144,1.7699090831567312,2.0650638733158435,6.995250120264589
7.178730568931288,0.94,0.04,0.02,0.45,0.25,0.3,6.056604113107846,56.66335856226778,3.7600909662835393,13.814129455589955,2.986342505381631,2.0087717099854854,2.001742977297716,6.996857192664832
7.178058011141418,0.96,0.02,0.02,0.35000000000000003,0.35,0.3,5.847439169883728,58.512749626069635,3.8207912533371537,14.004962077847233,3.129847874807234,1.7795624113075883,2.083999177037244,6.993409463152068
7.17734752190852,0.96,0.02,0.02,0.44999999999999996,0.3,0.25,5.830624621591451,58.32757521365093,3.8119709028138056,14.077738610314734,3.1410198808128764,1.7742112409387105,2.077368580020946,6.992599701772532
